MAX FORCE = 152,1.864
MIN FORCE = -6,2.286
AVERAGE FORCE = 52.6,
UNIT = N,mm
DATA COUNT = 38668,
RECORDING RATE = 0.0005,
FILE DATE = 2/10/2023 1:36:06 PM,
COMMENT = ,
MARK POINT ON = ---,---
MARK POINT OFF = ---,---
THRESHOLD = ---,
1ST PEAK FORCE = ---,---
2ND PEAK FORCE = ---,---
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
5,-0.002
5,-0.002
5,-0.002
5,-0.002
5,-0.002
5,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
4,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
3,-0.002
4,-0.002
4,-0.002
